0.003413	0.009084	0.001266	0.006604	0.003066	0.001597	0.000000	0.005158	0.009677	0.003164	0.010173	0.003471	0.002201	0.000000	0.004098	0.004188	0.000000	0.002236	0.005031	0.001843	0.008911	0.000000	0.000000	0.002104	0.002634	0.002534	0.007787	0.006121	0.005124	0.000000	0.003074	0.007874	0.000532	0.002050	0.013896	0.005657	0.003072	0.001408	0.006154	0.006160	0.000000	0.009169	0.001873	0.001283	0.002675	0.008248	0.007529	0.000000	0.003023	0.005017	0.003200	0.003195	0.004659	0.000000	0.001801	0.004292	0.001559	0.000437	0.004955	0.001728	0.006353	0.000370	0.004045	0.007497	0.004875	0.019031	0.000672	0.001441	0.015347	0.002567	0.006791	0.002945	0.001337	0.004229	0.007772	0.008545	0.000786	0.002594	0.005978	0.004530	0.001490	0.018943	0.000722	0.002897	0.003520	0.000000	0.001547	0.003033	0.005865	0.002768	0.003363	0.001627	0.006618	0.002222	0.011732	0.005365	0.000000	0.006688	0.007500	0.002677	0.017123	0.000314	0.001621	0.004313	0.000000	0.000000	0.001442	0.000000	0.000000	0.000173	0.000000	0.000265	0.000000	0.000815	0.000000	0.000488	0.000359	0.000082	0.000094	0.004264	0.000359	0.000000	0.021066	0.001018	0.000365	0.001532	0.008768	0.000000	0.000373	0.000260	0.013933	0.007109	0.000000	0.002637	0.000000	0.000000	0.000000	0.000000	0.000953	0.000000	0.004933	0.001274	0.000000	0.000000	0.000719	0.002293	0.001801	0.000000	0.000000	0.018087	0.003163	0.000000	0.000000	0.002360	0.000000	0.000000	0.000353	0.003000	0.000000	0.000000	0.000433	0.000447	0.000199	0.000399	0.000285	0.001818	0.000000	0.000000	0.000000	0.001446	0.000000	0.000000	0.000000	0.000000	0.000000	0.002964	0.000476	0.000000	0.000357	0.000367
0.242321	0.229315	0.255144	0.182075	0.205431	0.243214	0.277238	0.189388	0.329602	0.113604	0.304069	0.075210	0.302377	0.126116	0.199702	0.458124	0.284771	0.430116	0.345588	0.236581	0.165440	0.304725	0.264220	0.228612	0.061101	0.374557	0.340688	0.201031	0.185242	0.184309	0.203186	0.155164	0.309739	0.320894	0.284140	0.224387	0.071523	0.329859	0.203077	0.194045	0.245915	0.180016	0.125843	0.337609	0.228017	0.201254	0.119925	0.325127	0.192745	0.143713	0.182933	0.266454	0.063031	0.164811	0.210014	0.257225	0.179787	0.121066	0.280760	0.237660	0.122816	0.208580	0.142813	0.162849	0.238676	0.235294	0.292872	0.255764	0.252285	0.328626	0.186757	0.153949	0.304726	0.299548	0.255829	0.191352	0.187377	0.361219	0.247865	0.320121	0.306818	0.134295	0.274892	0.249164	0.210794	0.194790	0.247408	0.169447	0.095175	0.198032	0.103980	0.300741	0.244340	0.106296	0.249482	0.234979	0.375618	0.206654	0.082500	0.223025	0.221575	0.267756	0.317769	0.129376	0.278019	0.341704	0.400519	0.227949	0.303275	0.300173	0.089070	0.219280	0.326134	0.308883	0.303752	0.287665	0.112061	0.072429	0.095655	0.025808	0.228366	0.101270	0.072416	0.154059	0.133455	0.044936	0.259844	0.316433	0.073239	0.076022	0.118429	0.289100	0.134582	0.231378	0.102017	0.227691	0.108696	0.179621	0.092469	0.086130	0.174714	0.211247	0.217052	0.198238	0.158216	0.159358	0.177742	0.175227	0.229265	0.141788	0.016302	0.112535	0.138633	0.192711	0.101254	0.120060	0.128314	0.032996	0.131316	0.280366	0.304418	0.273763	0.174587	0.382611	0.438712	0.281818	0.184901	0.102669	0.106359	0.299157	0.173959	0.228221	0.161308	0.364092	0.065704	0.116095	0.213351	0.128016	0.317291	0.356471
0.143345	0.175792	0.102881	0.201887	0.186159	0.085152	0.191534	0.186072	0.122770	0.254242	0.146194	0.313085	0.145246	0.388383	0.242548	0.131491	0.132128	0.169586	0.142415	0.301313	0.262301	0.256798	0.157798	0.173212	0.274164	0.089458	0.107073	0.173969	0.235460	0.184309	0.169089	0.201019	0.180415	0.128563	0.251078	0.214331	0.264590	0.089577	0.221538	0.235113	0.215604	0.166397	0.249064	0.139302	0.126379	0.241175	0.222372	0.161675	0.158073	0.268814	0.182133	0.184665	0.267745	0.208618	0.220101	0.173677	0.237204	0.295236	0.191577	0.241362	0.294336	0.211908	0.224642	0.224073	0.165346	0.143599	0.140888	0.162104	0.182445	0.181643	0.213922	0.206426	0.156264	0.161441	0.099093	0.191869	0.178529	0.138132	0.100128	0.148358	0.140648	0.191688	0.180375	0.164475	0.197497	0.228538	0.162773	0.175512	0.282325	0.178044	0.115751	0.144768	0.223964	0.257037	0.178744	0.222103	0.145936	0.238087	0.292500	0.156359	0.278425	0.164991	0.142023	0.204211	0.146936	0.094843	0.098135	0.194682	0.152421	0.147232	0.231744	0.125794	0.113308	0.188264	0.162264	0.136519	0.445442	0.251071	0.306946	0.525583	0.189587	0.284520	0.240948	0.269857	0.313036	0.306553	0.205643	0.133405	0.299665	0.197475	0.228309	0.146919	0.228568	0.190837	0.207301	0.189902	0.217391	0.211975	0.223070	0.249441	0.217290	0.225267	0.229376	0.196035	0.215390	0.207796	0.256978	0.196375	0.198117	0.211435	0.375182	0.203814	0.175115	0.132145	0.229508	0.223805	0.211382	0.280840	0.218261	0.177539	0.158545	0.214006	0.305528	0.118984	0.066135	0.149091	0.205244	0.276688	0.401555	0.169398	0.218428	0.209714	0.307539	0.126663	0.325365	0.315779	0.170395	0.282741	0.172727	0.099230
0.124573	0.096735	0.130104	0.199057	0.144985	0.147419	0.155101	0.191599	0.103985	0.183492	0.144310	0.284351	0.118398	0.164780	0.163934	0.123116	0.111613	0.112561	0.103715	0.206865	0.191786	0.195785	0.154128	0.141655	0.270345	0.104410	0.106749	0.124034	0.156034	0.226650	0.086920	0.206577	0.098457	0.146607	0.160997	0.171904	0.260202	0.093239	0.161538	0.171458	0.163679	0.161947	0.208614	0.110570	0.153126	0.192346	0.207314	0.095939	0.186344	0.223984	0.152800	0.175080	0.232392	0.250628	0.193084	0.142489	0.193037	0.197115	0.130058	0.147581	0.167284	0.162722	0.266957	0.172428	0.130002	0.185121	0.135844	0.139769	0.159165	0.134146	0.161290	0.163855	0.172537	0.132857	0.187824	0.180735	0.117971	0.130350	0.145175	0.104945	0.132265	0.167373	0.139610	0.150880	0.165819	0.184133	0.187838	0.148597	0.186350	0.204490	0.344170	0.141695	0.189133	0.184444	0.174258	0.185622	0.104240	0.161344	0.252500	0.186345	0.109932	0.116593	0.164073	0.166159	0.166880	0.104596	0.085928	0.156489	0.134543	0.170415	0.221744	0.180614	0.146038	0.150774	0.154563	0.178450	0.221177	0.301170	0.230139	0.245063	0.138241	0.253978	0.309414	0.263457	0.268186	0.323915	0.245337	0.180870	0.307305	0.323874	0.314756	0.161137	0.259625	0.265326	0.288953	0.266434	0.254877	0.254742	0.317922	0.253020	0.259865	0.235941	0.198441	0.314978	0.252787	0.310977	0.207275	0.248597	0.192684	0.337630	0.268613	0.262582	0.279570	0.330362	0.306654	0.243566	0.276423	0.326584	0.262375	0.178961	0.149231	0.155367	0.234142	0.142781	0.129704	0.207273	0.232821	0.185458	0.207442	0.189759	0.197083	0.203230	0.273503	0.143252	0.293189	0.248493	0.187649	0.242770	0.106239	0.142979
0.121160	0.220967	0.123457	0.121698	0.238283	0.179351	0.074948	0.043478	0.144972	0.116480	0.056895	0.072992	0.110475	0.236491	0.029806	0.024288	0.119263	0.037644	0.037539	0.080166	0.084463	0.059823	0.056881	0.041374	0.187648	0.039787	0.076898	0.108570	0.124263	0.166874	0.175517	0.125058	0.015434	0.052901	0.060853	0.147077	0.198771	0.104789	0.090769	0.071869	0.046653	0.048139	0.255431	0.101847	0.065864	0.065325	0.102447	0.135025	0.060277	0.149053	0.050133	0.070927	0.220334	0.151526	0.091499	0.066094	0.119252	0.195149	0.099505	0.163129	0.192695	0.072115	0.127256	0.169513	0.193784	0.079585	0.075656	0.023415	0.169684	0.109114	0.110357	0.119679	0.057512	0.110398	0.064119	0.105904	0.134290	0.095979	0.132365	0.060400	0.090909	0.147017	0.023810	0.109650	0.095424	0.171699	0.111558	0.110690	0.071181	0.110086	0.159193	0.098861	0.036050	0.271852	0.095928	0.033262	0.079859	0.113861	0.155000	0.127979	0.038699	0.113765	0.062257	0.098427	0.079264	0.103251	0.054018	0.139527	0.112880	0.070761	0.234419	0.072034	0.061472	0.092095	0.070744	0.144807	0.053373	0.258487	0.252757	0.157989	0.196050	0.240958	0.196840	0.226942	0.110119	0.196085	0.090547	0.092413	0.171636	0.172091	0.119379	0.104265	0.213563	0.072512	0.146974	0.094316	0.159560	0.158795	0.232126	0.254810	0.100208	0.141947	0.097837	0.156388	0.087738	0.076240	0.097965	0.151057	0.104310	0.066320	0.275912	0.260081	0.173579	0.204772	0.238187	0.193474	0.119123	0.250094	0.189792	0.167272	0.105805	0.059421	0.127361	0.089737	0.127708	0.127273	0.100814	0.245915	0.066926	0.066867	0.153682	0.096664	0.104545	0.070676	0.234100	0.168264	0.096859	0.185117	0.082709	0.100819
0.046075	0.045667	0.053498	0.012264	0.006570	0.034593	0.015961	0.048268	0.001328	0.041415	0.047852	0.019574	0.025968	0.002578	0.063711	0.026801	0.012170	0.029445	0.049536	0.017507	0.015110	0.030421	0.047706	0.037868	0.024230	0.058033	0.004218	0.069910	0.042531	0.031133	0.068195	0.034738	0.030867	0.007997	0.029229	0.027027	0.022817	0.068169	0.063077	0.111910	0.049552	0.065129	0.008989	0.029759	0.002006	0.017486	0.020973	0.026650	0.057966	0.033015	0.041600	0.012141	0.003837	0.012926	0.031700	0.067525	0.004417	0.017701	0.025599	0.014314	0.033351	0.044749	0.027380	0.061224	0.038188	0.034602	0.019166	0.056916	0.024142	0.021181	0.040747	0.038019	0.000000	0.024501	0.037565	0.074832	0.071372	0.034371	0.006832	0.059268	0.043033	0.030534	0.047980	0.053711	0.051623	0.029011	0.049358	0.040561	0.027193	0.037208	0.019899	0.017350	0.032045	0.021481	0.027605	0.055794	0.026855	0.019060	0.010000	0.036412	0.055822	0.011314	0.012322	0.020802	0.038609	0.029596	0.040177	0.029328	0.023620	0.010035	0.008140	0.048994	0.048845	0.020375	0.038596	0.065822	0.020473	0.013596	0.000094	0.000000	0.019749	0.005144	0.001317	0.000582	0.005469	0.005787	0.006695	0.070478	0.006336	0.010154	0.045440	0.030806	0.022217	0.012195	0.041306	0.015243	0.025641	0.010413	0.015253	0.012752	0.001038	0.017524	0.022133	0.011013	0.041712	0.035254	0.034756	0.030643	0.032959	0.024116	0.000730	0.004689	0.019969	0.008128	0.008679	0.023208	0.002828	0.000750	0.031803	0.033960	0.014187	0.045236	0.005269	0.034166	0.054732	0.029091	0.057414	0.008170	0.000000	0.030843	0.022412	0.053872	0.006098	0.034733	0.001654	0.005335	0.063660	0.011973	0.013725	0.021875
0.020478	0.035600	0.009813	0.015094	0.013141	0.058542	0.022554	0.021002	0.024478	0.017831	0.015448	0.030373	0.007042	0.002025	0.015276	0.000838	0.012517	0.003727	0.026316	0.000000	0.018985	0.009857	0.040367	0.014727	0.034896	0.023315	0.005840	0.008698	0.021009	0.000000	0.021520	0.010653	0.013837	0.039368	0.021083	0.013199	0.023695	0.029296	0.009231	0.015400	0.002636	0.036812	0.005618	0.035659	0.020395	0.005279	0.000000	0.000000	0.020448	0.008416	0.028800	0.023642	0.003289	0.019390	0.042147	0.001717	0.005196	0.027098	0.041701	0.010118	0.012176	0.017751	0.007778	0.024990	0.011985	0.012111	0.030262	0.026657	0.017417	0.005777	0.010187	0.016867	0.020285	0.033105	0.020725	0.004920	0.007078	0.047990	0.014304	0.023028	0.000000	0.007351	0.000000	0.015601	0.013297	0.054470	0.002630	0.025019	0.009331	0.003075	0.018498	0.052594	0.010101	0.012037	0.015873	0.047210	0.027562	0.003846	0.002500	0.020616	0.041781	0.010057	0.020428	0.011416	0.035541	0.022422	0.017397	0.032611	0.014355	0.012630	0.013256	0.032839	0.010799	0.001630	0.028656	0.020478	0.000144	0.016233	0.000000	0.000000	0.016517	0.000000	0.021066	0.000000	0.008204	0.019574	0.028057	0.031284	0.008572	0.042177	0.000000	0.000000	0.020356	0.041529	0.055908	0.027310	0.021739	0.013388	0.000000	0.000000	0.086968	0.027242	0.038984	0.017621	0.000000	0.011465	0.025932	0.014243	0.000000	0.019958	0.000000	0.000000	0.017281	0.008128	0.000000	0.029527	0.037116	0.002625	0.003334	0.001737	0.021551	0.008377	0.035494	0.032305	0.003136	0.021818	0.000000	0.006808	0.039989	0.000000	0.011740	0.014146	0.002328	0.019008	0.004661	0.010177	0.025821	0.014920	0.012121	0.018820
0.003413	0.001719	0.002532	0.000000	0.000000	0.001597	0.003123	0.000000	0.000569	0.000000	0.000377	0.004628	0.001320	0.007180	0.000745	0.000000	0.000000	0.000000	0.001161	0.001382	0.005037	0.004589	0.000000	0.002805	0.000000	0.001267	0.000000	0.000322	0.001793	0.000000	0.000000	0.002779	0.002129	0.001025	0.001917	0.002200	0.001316	0.001408	0.000000	0.000000	0.001318	0.006203	0.000375	0.001026	0.002006	0.004949	0.003764	0.001269	0.000000	0.005341	0.000000	0.001917	0.004933	0.000000	0.000000	0.002003	0.000000	0.003715	0.000413	0.001728	0.003706	0.000740	0.000622	0.001249	0.002234	0.000000	0.000336	0.003242	0.001035	0.001284	0.000000	0.000000	0.002006	0.004229	0.001943	0.002071	0.002753	0.003891	0.000427	0.000755	0.003167	0.003958	0.000000	0.000446	0.000000	0.000592	0.001083	0.002274	0.001333	0.001230	0.004484	0.002169	0.000174	0.001111	0.000690	0.001073	0.000353	0.000000	0.000000	0.000000	0.000342	0.000000	0.000649	0.000507	0.000256	0.000000	0.000192	0.000328	0.000522	0.000000	0.000000	0.000265	0.000166	0.000815	0.000627	0.000000	0.000790	0.000247	0.000094	0.000000	0.000000	0.002090	0.001317	0.000000	0.000729	0.000511	0.000159	0.000000	0.000000	0.000651	0.000158	0.000000	0.000233	0.000989	0.000000	0.000318	0.000000	0.001116	0.000477	0.002685	0.001038	0.001434	0.000000	0.000000	0.001079	0.001146	0.001441	0.000000	0.000000	0.000624	0.000973	0.001250	0.000000	0.000262	0.000000	0.000230	0.000000	0.001875	0.001282	0.000000	0.000433	0.000447	0.000199	0.000000	0.000000	0.000909	0.000452	0.000272	0.001666	0.000361	0.001067	0.000118	0.000333	0.000173	0.000301	0.000099	0.000357	0.000184	0.000178	0.000367
0.010239	0.007611	0.014562	0.019811	0.016645	0.015434	0.012838	0.019897	0.008349	0.016681	0.008289	0.021309	0.011444	0.016754	0.016021	0.010050	0.012170	0.009318	0.011610	0.022115	0.022472	0.010537	0.005505	0.012623	0.026468	0.007349	0.014601	0.011598	0.013579	0.024907	0.007267	0.020380	0.002129	0.013533	0.016291	0.014771	0.021501	0.006761	0.013846	0.009240	0.013442	0.011866	0.019850	0.013853	0.013708	0.017156	0.023124	0.012944	0.020804	0.017964	0.014400	0.014696	0.018635	0.021903	0.010086	0.009728	0.017147	0.014423	0.010322	0.009378	0.015352	0.009246	0.023024	0.019992	0.010563	0.010381	0.009751	0.010086	0.015003	0.009628	0.013582	0.013922	0.017165	0.010500	0.012953	0.014500	0.009438	0.009079	0.009821	0.013590	0.012295	0.012440	0.009380	0.012703	0.011732	0.013618	0.013461	0.009098	0.013596	0.017220	0.019058	0.010663	0.012191	0.013333	0.014148	0.016094	0.013428	0.013877	0.032500	0.013387	0.013356	0.011628	0.008106	0.014713	0.001449	0.000785	0.000961	0.000875	0.000522	0.000692	0.001279	0.002648	0.001994	0.003260	0.001791	0.001463	0.003520	0.004779	0.001885	0.003366	0.000718	0.003858	0.004608	0.001891	0.006381	0.006298	0.005420	0.006113	0.007082	0.006379	0.007916	0.007109	0.004304	0.008240	0.006340	0.006669	0.005574	0.004835	0.005243	0.007830	0.006231	0.005098	0.006288	0.002203	0.006472	0.007165	0.004862	0.004316	0.005433	0.005821	0.006083	0.005939	0.007680	0.005768	0.005786	0.003217	0.007423	0.008249	0.006155	0.000632	0.001191	0.001340	0.001591	0.001462	0.001710	0.000909	0.001808	0.003268	0.000278	0.000843	0.003202	0.001061	0.001441	0.000864	0.002406	0.002174	0.000476	0.001842	0.000357	0.001344
0.001706	0.000000	0.003482	0.000000	0.000000	0.000000	0.000347	0.000368	0.006072	0.000000	0.000000	0.000579	0.000000	0.000000	0.000745	0.000838	0.002086	0.000000	0.000000	0.000000	0.002325	0.000170	0.000000	0.001403	0.002239	0.009123	0.000000	0.000000	0.000256	0.001245	0.000000	0.001390	0.001064	0.001230	0.000000	0.004085	0.000000	0.000000	0.003077	0.000000	0.001318	0.001483	0.004120	0.002309	0.003009	0.003299	0.000807	0.001777	0.006223	0.000324	0.001067	0.000000	0.001096	0.000359	0.000720	0.000286	0.003378	0.004152	0.004955	0.000494	0.001059	0.001479	0.000000	0.002082	0.001422	0.003460	0.000336	0.006844	0.001380	0.001284	0.000000	0.000000	0.002006	0.000146	0.000648	0.000259	0.002359	0.001297	0.001067	0.000755	0.006893	0.002262	0.003608	0.004903	0.000000	0.000000	0.000928	0.000379	0.001600	0.000923	0.003363	0.003976	0.000697	0.000000	0.001035	0.000000	0.002827	0.001338	0.000000	0.000803	0.000000	0.000000	0.000973	0.002029	0.000426	0.000112	0.000192	0.000328	0.000130	0.000692	0.000349	0.000265	0.000000	0.000000	0.000179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000360	0.000000	0.000391	0.000158	0.000000	0.000000	0.000000	0.000384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000360	0.000000	0.000360	0.000000	0.000000	0.000000	0.000000	0.000313	0.000000	0.000000	0.000000	0.000115	0.000000	0.000000	0.000000	0.000158	0.000108	0.000000	0.000000	0.000000	0.000570	0.000000	0.000000	0.000000	0.000000	0.000120	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000178	0.000000
